"element_id","sentence_id","negative","neutral","positive","sentence"
"x918","x1",NA,"such a and innings from faf du plessis back to the where we belong whistlepodu msd dhoni csk cskvskk","patient mature top","Such a patient and mature innings from Faf Du Plessis Back to the top where we belong WhistlePodu MSD Dhoni CSK CSKvsKK"
"x919","x1",NA,"wuhhhoo dhoni army at the where they csk yellove whistlepodu cskvkkr","right top deserve congratulations","Wuhhhoo 
Dhoni army right at the top where they deserve 

Congratulations csk 

Yellove WhistlePodu 
CSKvKKR"
"x920","x1",NA,"head head to to in ipl csk kkr lets make it today cskvkkr",NA,"Head to Head In IPL 

CSK 

KKR 

Lets Make it to Today

 CSKvKKR"
"x921","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x922","x1",NA,"purple is coming get csk teamsrkcfc kkrhaitaiyaar kkr knightsquad","ready","Purple is coming Get ready CSK

TeamSRKCFC KKRHaiTaiyaar KKR KnightSquad"
"x923","x1",NA,"csk wonn many more the match live cskvkkr","enjoying","CSK Wonn 

 many more enjoying the match live 

CSKvKKR"
"x924","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x925","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x926","x1","lost lost","last games at chepauk","won won won won won won won won won won won won won won won won","last games at Chepauk

Won
Won
Won 
Won
Won
Won
Won
Won
Won
Won
Lost
Won
Won
Won
Won
Won

Won 
Lost"
"x927","x1",NA,"msdhoni has given so much to indian cricket deepak chahar will be one more addition in that list this is really",NA,"MSDhoni has given so much to Indian Cricket Deepak Chahar will be One more addition in that List This is really"
"x928","x1","lost incorrect","according to to csk the match hence my prediction was stated as tried reach out thei",NA,"According to Csk lost the match Hence my prediction was stated as incorrect Tried to reach out thei"
"x929","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x930","x1",NA,"tuesdaythoughts makes it to see csk clinching ano","practice practice practice perfect glad","TuesdayThoughts 

PRACTICE PRACTICE PRACTICE MAKES IT PERFECT 
Glad to see CSK clinching ano"
"x931","x1",NA,"cant even compare the dhoni is is is recieving in chennai chennai when he not from this a","affection","Cant even compare the affection Dhoni is recieving in Chennai when he is not from Chennai this is a"
"x932","x1",NA,"csk becomes the the st team to get double digit points points in in ipl also their no spot table","reclaim","CSK becomes the st Team to get double digit points in IPL

Also reclaim their No spot in the Points Table"
"x933","x1",NA,"your team team team is is very very very but not more than csk csk one only in in world beacause this m","best best","Your team is very very very best but not more than csk
Csk is one only best team in world beacause in this team m"
"x934","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x935","x1","steals","an an by record the the of show all t","incredible incredible performance new young lion","An incredible performance by An incredible new record The young lion of steals the show all t"
"x936","x1",NA,"dhoni chennai emotional csk vs kkr ipl full video link","speech","Dhoni Chennai Emotional Speech CSK vs KKR IPL 

Full Video Link"
"x937","x1",NA,"by deepak chahar hil togetherwebuild csk yellove","brilliant performance","Brilliant performance by DEEPAK CHAHAR 

HIL TogetherWeBuild CSK Yellove"
"x938","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x939","x1",NA,"the the match match csk look expressions bollywood khan srk my fabrate team on","won won like king","Won the match csk 
Look like expressions Bollywood king Khan srk my fabrate team won the match 
On"
"x940","x1",NA,"msdhoni has given so much to indian cricket deepak chahar will be one more addition in that list this",NA,"MSDhoni has given so much to Indian Cricket Deepak Chahar will be One more addition in that List This"
"x941","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x942","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
"x943","x1",NA,"plan csk cskvkkr","master","Master Plan CSK CSKvKKR"
"x944","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x945","x1",NA,"really ammmmazing stuff actually only getting now all the","rewarded","Really ammmmazing stuff Actually only getting rewarded now All the"
"x946","x1",NA,"lets yellove with mango lassi whistlepodu csk chennaiipl fan fro","celebrate super cool","Lets celebrate Yellove with Super Cool Mango Lassi 
WhistlePodu 
CSK ChennaiIPL fan fro"
"x947","x1",NA,"enoahians getting to roar for csk chennai kings ku whistlepodu","ready super","eNoahians getting ready to roar for CSK Chennai Super Kings ku whistlepodu"
"x948","x1",NA,"a a is at the the the the end of of day csk kings th in matches firmly on table csktheki","win win win top","A win is a win at the end of the day

CSK the kings th win in matches Firmly on top of the table

CSKTheKi"
"x949","x1",NA,"if you could analyse all the the ipl editions team which played as a unit only managed to titles this year except","win","If you could analyse all the IPL
Editions the team which played as a unit only managed to win titles This year except"
"x950","x1",NA,"so below are two pictures attached one is from a a very website which mentions what csk had in","comfy win","So below are two pictures attached One is from a very website which mentions what a comfy win CSK had in"
"x951","x1",NA,"csk overs we have runs left to cskvkkr vivoipl kkrhaitaiyaar","defend","CSK Overs
 

We have runs left to defend 

CSKvKKR VIVOIPL KKRHaiTaiyaar"
"x952","x1",NA,"cskvkkr kings are always dhoni ipl csk","win dream","CSKvKKR 
kings are always win 
 Dhoni Dream ipl CSK"
"x953","x1",NA,"witnessed my first evr ipl match and that too too in our own anbuden chepaukloved it the core expected some f",NA,"Witnessed my first evr IPL match and that too in our own AnbuDen Chepaukloved it too the core Expected some f"
"x954","x1","cancer","yo yogeshwaran has been diagnosed with blood as he he spends his his days at the hospital watches favo",NA,"yo Yogeshwaran has been diagnosed with blood cancer As he spends his days at the hospital he watches his favo"
"x955","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x956","x1",NA,"csk ipl iplauction","hail","Hail CSK IPL IPLAuction"
"x957","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x958","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x959","x1","missed","again number at the points table but batting anyway csk daaaaaaaaa",NA,"Again number at the points table But Missed batting 
Anyway CSK daaaaaaaaa"
"x960","x1",NA,"csk you you for for retweets see tomorrow mivkxip match till then byebye","won congratulations thank","CSK WON 

Congratulations

THANK YOU for Retweets 
see you tomorrow for MIvKXIP MATCH

till then BYEBYE"
"x961","x1","concerned","csk and rcb are the only teams not about run rate in ipl kkrvcsk cskvkkr",NA,"CSK and RCB are the only teams not concerned about run rate in ipl
KKRvCSK 
CSKvKKR"
"x962","x1",NA,"matchday cskvkkr lets make it today yelloveagain whistlepodu csk",NA,"Matchday CSKvKKR
Lets make it today YelloveAgain WhistlePodu CSK"
"x963","x1",NA,"at the the auctions csk built team for these surfacesand theyre but that makes their effo","thriving trophy winning","At the auctions CSK built the team for these surfacesand theyre thriving But that makes their trophy winning effo"
"x964","x1",NA,"russell csk csk mersal vs kkr ipl full video link","fans celebration","Russell CSK Fans Mersal Celebration CSK vs KKR IPL 

full video link"
"x965","x1","bullshit criticism","dont get this that csk are are getting over pitch of players in indians you shoul",NA,"Dont get this bullshit criticism that csk are getting over pitch of players in are Indians you shoul"
"x966","x1",NA,"yellove csk whistlepodu","victory","Victory Yellove CSK WhistlePodu"
"x967","x1","lost","csk the match according to cskvkkr",NA,"CSK Lost the match







According to 

CSKvKKR"
"x968","x1","stop","it seems like nobody gonna csk in to the play offs this time too i think whenever ipl s","well qualifying","Well It seems like nobody gonna stop CSK in qualifying to the play offs this time too I think whenever IPL s"
"x969","x1","concerns unlikely","after after the the the first game dhoni voiced about pitch hes done same todays gameits to c",NA,"After the first game Dhoni voiced concerns about the pitch Hes done the same after todays gameits unlikely to c"
"x970","x1","bad","this pitch is for ipl but i csk and dhoni","yes love","Yes this pitch is bad for ipl but i love CSK and Dhoni"
"x971","x1",NA,"even say whistlepodu when he s n chennai thats how the game csk cskvkkr","dominates","Even say WhistlePodu when he s n Chennai Thats how dominates the game 
csk CSKvKKR"
"x972","x1",NA,"csk now the the first position on point tablein iplk cskvkkr",NA,"CSK NOW THE FIRST POSITION ON THE POINT TABLEIN IPLk CSKvKKR"
"x973","x1","crazy","massive cameo in thalapathy twitter goes as atlee meets shahrukhkhan ipl ipl csk kkr cskvskkr http",NA,"Massive cameo in Thalapathy Twitter goes crazy as Atlee meets ShahRukhKhan
IPL IPL CSK KKR CSKvsKKR
http"
"x974","x1",NA,"khans team kkr checkmated by csk today at chepauk chennai which produced gm viswanathan anand lol","king","King Khans team KKR checkmated by CSK today at Chepauk Chennai which produced GM Viswanathan Anand Lol"
"x975","x1",NA,"serious scene went coz of me tiktok tiktok csk tiktoker justforfun aakashmathew","comedy comedy","Serious scene went comedy coz of me TikTok csk TikToker TikTok comedy justforfun aakashmathew"
"x976","x1",NA,"once again the the the chepauk pitchcurator plays a innings in in this test match nevertheless chennai crowd","vital","Once again the chepauk pitchcurator plays a vital innings in this TEST match Nevertheless the chennai crowd in the"
